message_id;username;channel_name;replied_from;replied_from_name;message_text;lviews;posted_timestamp;edited_timestamp;activity_date;edit_counter;len_diff;emotional;is_ad;hashtags
20799;fontankaspb;Фонтанка.ру;;;"Скользкие ступени на крыльце отдела полиции в Петербурге оставили горожанку с сотрясением и переломом

Посещение отдела полиции № 36 на Есенина, 2 в Петербурге окончилось для председателя ТСЖ «Рашетова 14» Светланы Бачковской сотрясением головного мозга, переломом позвонка и травмой шеи. Добираться до дома пришлось на машине правоохранителей.

https://www.fontanka.ru/2022/01/26/70401497/?utm_source=tg";;2022-01-26 01:00:34.000;;2022-01-26 01:00:32.000;;;Negative;0;
20519;banksta;Банкста;;;Вот и доверяй бывшим российским министрам. Акции электрокарного Arrival экс-министра связи Дениса Свердлова рухнули с первого дня торгов до настоящего времени в семь раз - с $22 до $3,5. @banksta;;2022-01-26 00:33:03.000;;2022-01-26 00:33:01.000;;;Positive;1;
20519;banksta;Банкста;;;Вот и доверяй бывшим российским министрам. Акции электрокарного Arrival экс-замминистра связи Дениса Свердлова рухнули с первого дня торгов до настоящего времени в семь раз - с $22 до $3,5. @banksta;;2022-01-26 00:33:03.000;2022-01-26 00:33:22.000;2022-01-26 00:33:21.000;1;3;Positive;1;
20519;banksta;Банкста;;;Вот и доверяй бывшим российским министрам. Акции электрокарного Arrival экс-замминистра связи Дениса Свердлова рухнули с первого дня торгов (SPAC) до настоящего времени в семь раз - с $22 до $3,5. @banksta;;2022-01-26 00:33:03.000;2022-01-26 00:36:28.000;2022-01-26 00:36:27.000;2;7;Positive;1;
7256;ria_realty;РИА Недвижимость;;;"Структура группы ""Регионы"", компания Regions Development, построит на Преображенской площади на востоке Москвы свой первый жилой проект, рассказала @ria_realty глава Москомстройинвеста Анастасия Пятова.

?По ее словам, девелопер, чей акционер ранее заявил, что больше никогда не будет строить ТЦ, уже получил разрешение на строительство на площадку по адресу: улица 1-я Бухвостова, владение 12/11.

""Документ позволяет инвестору начать строительство первого этапа, в составе которого предусмотрен 11-секционный дом высотой от 6 до 14 этажей. В нем предусмотрено 603 квартиры площадью 41,25 тысячи квадратных метров. Общая площадь строения составляет более 76,5 тысячи квадратных метров"", - сказала она.

Как уточнила Пятова, разрешение на строительство действует до конца августа 2024 года.

В составе комплекса также запроектирован отдельно стоящий детский сад, блок начальных классов и многофункциональный центр. #перспективныйпроект";;2022-01-26 00:25:33.000;;2022-01-26 00:25:35.000;;;Neutral;1;#перспективныйпроект
25176;vchkogpu;ВЧК-ОГПУ;;;"Кто не хочет, чтобы Алексей Дюмин возглавил ФСБ РФ

«Возложена задача тайного сбора информации на людей губернатора»";;2022-01-26 00:06:42.000;;2022-01-26 00:06:40.000;;;Neutral;0;
20798;fontankaspb;Фонтанка.ру;;;"«Данные ограничения рассчитаны на две недели». В Смольном надеются вернуть кружки в офлайн, но QR-коды оставят минимум до конца марта

Новые коронавирусные ограничения рассчитаны на короткий срок. С их помощью власти надеются справиться со скачком заболеваемости среди детсадовцев и школьников.

https://www.fontanka.ru/2022/01/25/70401482/?utm_source=tg";;2022-01-26 00:05:07.000;;2022-01-26 00:05:10.000;;;Neutral;0;
20797;fontankaspb;Фонтанка.ру;;;"«Фонтанка» за 60 секунд — 25 января

Петербуржцы уже несколько дней жалуются, что не могут дозвониться до «коронавирусной» службы «122». Мы выяснили, что происходит на том конце провода.
https://www.fontanka.ru/2022/01/25/70400612/

«Омикрон» побери. Как грамотно вести себя в условиях пандемии, объясняет директор НИИ гриппа им. Смородинцева Дмитрий Лиознов. 
https://www.fontanka.ru/2022/01/25/70398689/

У вас генерал временно понизился. Слухи о том, что вместо уволенного начальника Управления экономической безопасности ГУ МВД полковника Ульянова будет назначен начальник того же управления ГУ МВД Москвы генерал-майор Лобанов, оказались не идиотскими.
https://www.fontanka.ru/2022/01/25/70400393/

«Мы приехали не цирк устраивать». Неформальный лидер «QR-сопротивления» Александр Коновалов обещал чуть ли не «прорыв блокады», а в итоге не порвал даже рубаху на груди.
https://www.fontanka.ru/2022/01/25/70400903/

Подражание Гомеру, возможно, Симпсону. Минкульт определил список главных ценностей и перечень «антискреп». Писатель Дмитрий Быков объясняет, кого это сделает сильнее.
https://www.fontanka.ru/2022/01/25/70400639/

Перепутали Пашу и монастырь. Как церковные требы по демпинговым ценам связаны с избиркомами Петербурга.
https://www.fontanka.ru/2022/01/25/70399460/

Вылетит — не отбрешешься. Президент США Джо Байден обозвал журналиста на пресс-конференции, забыв про включенный микрофон. Вот, чего такие конфузы стоили другим политикам.
https://www.fontanka.ru/2022/01/25/70400297/

Кому жить хорошо. В 2021 году за счет роста цен на 30% и спроса на льготную ипотеку застройщики нарастили выручку почти до 600 млрд рублей. Теперь посматривают в сторону Ленобласти — там цены на метр еще не пробили потолок. 
https://www.fontanka.ru/2022/01/25/70399823/

Санкт-Петербург отмечает 78-ю годовщину полного освобождения от фашистской блокады в годы Великой Отечественной войны. Что важно увидеть и посетить в эти дни. 
https://www.fontanka.ru/2022/01/25/70398389/";;2022-01-25 23:50:20.000;;2022-01-25 23:50:21.000;;;Positive;0;
20796;fontankaspb;Фонтанка.ру;;;"Карантин в петербургских школах бьёт рекорды. Вице-губернатор Потехина объяснила, почему власти не вводят полный дистант

Из-за карантина по коронавирусу и ОРВИ на дистанционное обучение отправлены более 2000 классов в Петербурге. Ещё вчера удалённо учились 1000 классов.

https://www.fontanka.ru/2022/01/25/70401254/?utm_source=tg";;2022-01-25 23:25:08.000;;2022-01-25 23:25:10.000;;;Neutral;0;
25175;vchkogpu;ВЧК-ОГПУ;komitetpolk;Комитетский полк;"Сергей Степанец - бывший сотрудник 6-ой службы УСБ ФСБ России, который вслед за Иваном Ткачевым перешёл в управление К 
Сейчас боец возглавляет СЭБ ФСБ по СПб и ЛО. 
Хороший же и боевой коллектив коллег собрался в Питере, если учесть, что Степанец выходец из 6 службы УСБ ФСБ России, которая разгромила команду генерала Сугробова.";;2022-01-25 23:21:02.000;;2022-01-25 23:21:03.000;;;Positive;1;
11436;kompr;Компромат 2.0 :: Мы решаем, что является компроматом;newizvestya;Самые Новые Известия;"Будущее отечественной авиации: туманное и очень дорогое

Глава Ростеха Сергей Чемезов должен быть очень благодарен премьеру Михаилу Мишустину за поддержку самолётостроения. Пускай из всего арсенала современных отечественных авиационных разработок хоть как-то (зачастую простаивая на земле) летает только SSJ-100, а всё остальное находится на разной стадии разработки и подготовки к серийному производству, но Михаил Мишустин уже поставил планы по внедрению российских самолётов в гражданскую авиацию до 2030 года.

Главное, что поддержка отрасли на 513 млрд рублей уже расписана на ближайшие 3 года. И основным получателем, конечно же, будет Ростех, который через Объединённую авиастроительную корпорацию контролирует всё самолётостроений в России. И это только начало: вся авиационная программа от Минпромторга оценивается уже в 1,8 трлн рублей. Заплатить придётся всем, но получится ли в полёте ощутить гордость за отечественный авиапром – большой вопрос.";;2022-01-25 23:18:33.000;;2022-01-25 23:18:33.000;;;Positive;1;
15920;moscowtop;Москва с огоньком;;;"От читателя :

Вот так чистят Беломорскую улицу в Левобережном районе. Всю грязь с дороги вместе с реагентами высыпали на полисадник с другой стороны тратуара, вместо того, чтобы сбрасывать его в грузовик, который вывезет этот снег.";;2022-01-25 22:52:59.000;;2022-01-25 22:53:02.000;;;Negative;0;
25174;vchkogpu;ВЧК-ОГПУ;mardanaka;МАРДАН;"ВЧК-ОГПУ сообщил, что 15 декабря состоялось заседание расширенной коллегии Минкультуры РФ, посвященное Литинституту им. Горького. В результате было принято решение о расформировании вуза. От учебного заведения должен был остаться только «огрызок» в виде 2-х кафедр, которые будут присоединены к МГИКу в Химках. А знаменитый Дом Герцена XVIII века, вероятно, передали бы, в какой-нибудь «правильный» частный фонд.

Российская Федерация удивительная страна конечно. Русский народ меры ни в чем не знает и если чем увлекается по-настоящему, то дойдет до самого края, а скорее — за край.

Стоило принять в 1988 году  «Закон о кооперации», нам хватило всего одной пятилетки, чтобы развалить страну и построить на ее развалинах построить такой лютый капитализм, что никакой Айн Ренд даже не снился.

Но, при этом до наших дней дожило огромное количество рудиментов глубокого советского прошлого — от бесчисленных улиц Ленина и 20-летия Комсомола до звания Героя Труда.

«Литературный институт» из их числа.

В горячке большой приватизации, жертвой которой пал в числе первых и Союз писателей СССР со всеми своими дачами и пансионатами, про «Литинститут» забыли. А, может быть, бывшие советские интеллигенты, ставшие реформаторами, открыто дырбанить институты тогда просто постеснялись. 

Как бы то ни было, Литинститут дожил до 2021 года.

Какое отношение Литературный институт имеет к славной русской литературе, в воздухе витал всегда. Но, после знаменитой фразы классика - «других писателей у меня для вас нет», задавать его было не принято.

Россия полна таких мертвецов и несмотря на сопротивление «кормящихся», их все равно придется закрывать. 

Министр культуры Любимова, отлично понимает, почему решение о ликвидации «Литературного института» опасно лично для нее. 

Сегодня на мороз выставишь бюджетное заведение по подготовке «профессиональных» писателей; завтра правительство снимет с довольствия 640 из 641 театров и оставит на бюджете только Большой. Послезавтра — дойдут руки до цирков, дальше — ликвидация Фонда кино. 

А потом — придет черед и самого Министерства культуры. Которое является таким же бессмысленным и никому не нужным мертвецом, как и Литературный институт имени Горького.

Я бы, честно говоря, начал с министерства.";;2022-01-25 22:30:56.000;;2022-01-25 22:30:56.000;;;Undefined;1;
14771;Jelezobetonniyzames;Железобетонный замес;;;От продажи дома торжеств «Сафиса», построенного на Трешке в неоклассическом цыганском стиле, его бывший владелец Тельман Исмаилов, понятное дело, не получит ни копейки. Залогодержателем объекта является партнер «Ростеха» Виталий Машицкий. Его компания, кстати, строит «Ростех-сити» на территории бывшего Тушинского аэродрома.;;2022-01-25 22:28:24.000;;2022-01-25 22:28:26.000;;;Positive;1;
11435;kompr;Компромат 2.0 :: Мы решаем, что является компроматом;VersiaRu;Версия;"Игра на миллиард - Холодильник ру – СК, на щитах счет 2:0
В 2018 году, после появившейся в СМИ информации о нарушении налогового законодательства руководством и сотрудниками ООО «Эдил-Импорт» (владельца интернет-магазина «Холодильник.ру») была начата выездная налоговая проверка, в которой участвовали оперативные сотрудники УВД по СВАО г. Москвы. В ходе проверочных мероприятий высказывалось мнение, что только за один год, размер недоимок по налогам мог составить примерно 1 миллиард рублей.

Полная версия статьи по ссылке: https://versia.ru/xolodilnik-ru-sk-na-shhitax-schet-20";;2022-01-25 22:26:52.000;;2022-01-25 22:26:50.000;;;Undefined;0;
1650;filatofff;Filatoff Inc.;;;??Премиальный банкетный зал «Сафиса» на Воробьёвых горах перешёл «Металлоинвесту» миллиардера Алишера Усманова. Это один из последних активов опального бизнесмена Тельмана Исмаилова в России. Здесь на него заведено уголовное дело, сам он объявлен в международный розыск. Экс-совладелец Черкизовского рынка на данный момент проживает в Черногории.;;2022-01-25 22:16:01.000;;2022-01-25 22:16:03.000;;;Positive;1;
2792;belaya_kaska;Белая Каска;Jelezobetonniyzames;Железобетонный замес;"Тадж-Махал на Трешке - дом торжеств ""Сафиса"", принадлежавший семье Гуцериевых, наконец, обрел нового владельца. Им стали структуры ""Металлоинвеста"" Алишера Усманова.";;2022-01-25 22:03:26.000;;2022-01-25 22:03:24.000;;;Positive;0;
1939;atsogoev;Artem Tsogoev;;;"? Поговорил с инвестором (сильно просили друзья с ним поговорить):

? Они когда мне продавали..., были очень убедительны, все мои возражения побороли, просто молодцы, ребята!... Сейчас я сижу в убытках (наверное, надо бы посчитать), а они сказали, что рынок изменился, конъюнктура сложная и «кто же знал» ?

?? Сколько же я раз такое слышал... Будьте осторожны!";;2022-01-25 22:01:41.000;;2022-01-25 22:01:43.000;;;Positive;0;
14770;Jelezobetonniyzames;Железобетонный замес;;;"Тадж-Махал на Трешке - дом торжеств ""Сафиса"", принадлежавший экс-владельцу Черкизона и ""черногорскому сидельцу"" Тельману Исмаилову, наконец, обрел нового владельца. Им стали структуры ""Металлоинвеста"" Алишера Усманова.";;2022-01-25 22:01:23.000;2022-01-25 22:13:18.000;2022-01-25 22:13:17.000;1;53;Positive;0;
14770;Jelezobetonniyzames;Железобетонный замес;;;"Тадж-Махал на Трешке - дом торжеств ""Сафиса"", принадлежавший семье Гуцериевых, наконец, обрел нового владельца. Им стали структуры ""Металлоинвеста"" Алишера Усманова.";;2022-01-25 22:01:23.000;;2022-01-25 22:01:21.000;;;Positive;0;
20795;fontankaspb;Фонтанка.ру;;;"«Не надо ставить знак равенства между здоровьем и возможностью покушать в ресторане». Смольный объяснил логику коронавирусных ограничений

Власти Петербурга объяснили, почему вводят коронавирусные ограничения в ресторанах и развлечениях, но не в продуктовых магазинах и общественном транспорте.

https://www.fontanka.ru/2022/01/25/70401074/?utm_source=tg";;2022-01-25 22:01:06.000;;2022-01-25 22:01:04.000;;;Positive;0;
11931;cotlovan_contrust;КОТЛОВАНЪ;daydaynews;Новости на каждый день;No caption image;;2022-01-25 21:55:16.000;;2022-01-25 21:55:18.000;;;Neutral;0;
25173;vchkogpu;ВЧК-ОГПУ;vchkogpu;ВЧК-ОГПУ;"Убедительная просьба к читателям. НЕ ОТПРАВЛЯЙТЕ к нам письма с российских ""ящиков"" , типа mail.ru, rambler.ru или yandex.ru. Во-первых, они ""открытая книга"" не только для спецслужб, разных служб безопасности и компаний, типа Цитадель, но и просто обеспеченных людей. Информацию из любого российского ящика можно купить. Во-вторых, мы пользуемся protonmail.com, который заблокирован в РФ. Поэтому на письма с российских ящиков просто не сможем ответить.";;2022-01-25 21:31:01.000;;2022-01-25 21:31:02.000;;;Positive;0;
11434;kompr;Компромат 2.0 :: Мы решаем, что является компроматом;pzdcofficial;PZDC;"Полугосударственная компания «Совкомфлот», отданная на кормление семьи Ткаченко-Франка, с помпой объявила о якобы щедрой раздаче дивидендов акционерам – они получат аж половину от прибыли. При этом гораздо тише управляющий фирмой Сергей Франк, глава совета директоров, рассказывает о том, что прибыли той – с гулькин нос: по итогам января-сентября 2021 года она составила $20 млн против $249 млн годом ранее, рухнув почти в двенадцать раз.

Это не единственная свинья, подложенная акционерам (включая обманутое государство) одной из ведущих в мире, как она хвастает, компаний по морской транспортировке сжиженного газа, нефтепродуктов и обслуживанию морской добычи углеводородов. В 2021 году множество инвестиционных идей на рынке закрылись в плюсе, как говорят брокеры. «Совкомфлот» же – одна из тех компаний, кто обескуражено принес убыток своим владельцам – или, как говорят те же брокеры, сделал их «долгосрочными инвесторами». Распиаренное IPO «Совкомфлота» прошло в конце 2020 г., и немалый плюс после него обещался там аналитиками и топ-менеджерами компании. В итоге акции компании снижались в течение всего года после публичного размещения, а зафиксированный убыток достиг уже 30%.

Разумеется, у Франка и компании нашлись оправдания: корректировка активов, изменение курсовой стоимости и прочие манипуляции словами. На деле же недолгие положительные финансовые показатели фирмы в 2019–2020 гг. были из-за скачков стоимость фрахта. Но теперь «Совкомфлот» больше работает с нефтегазовым сектором, новой волны роста цен на фрахт тут не предвидится, и значит, вложенные акционерами деньги уже не вернуть. Следом компанию ждёт приватизация по бросовой цене из-за такого падения, ну а там уж ее подберет задарма олигарх Тимченко, взявший в зятья сына Франка. И всем (кроме обдуренного государства) будет хорошо.";;2022-01-25 21:30:33.000;;2022-01-25 21:30:32.000;;;Positive;0;
15919;moscowtop;Москва с огоньком;;;??Клинические исследования вакцины от коронавируса для детей от 6 до 11 лет займут около 4 месяцев, сообщил директор центра Гамалеи А. Гинцбург. Напомним, что в РФ стартовала вакцинация подростков. Дети, видимо, следующие.;;2022-01-25 21:09:09.000;;2022-01-25 21:09:12.000;;;Positive;0;
20794;fontankaspb;Фонтанка.ру;;;А это то самое видео, на которое обижен Игорь Матюнин.;;2022-01-25 21:08:19.000;;2022-01-25 21:08:22.000;;;Negative;0;
9878;wearestroyka;Стройка;;;"Топ-10 событий дня по версии канала Стройка

@wearestroyka

??В 2021 году на вторичном рынке жилья Москвы установлен рекорд по числу переходов прав

??Крупнейший в стране музейный кластер построят в Коммунарке в Москве

??Разработчик платформы Ujin принимает участие в создании федеральной концепции Умного дома

??ВТБ отказывается от бумажных закладных при оформлении ипотеки

??Хуснуллин заявил о перевыполнении плана по дорожному строительству

??В Зеленограде создадут экологичный промышленно-строительный комплекс

??Capital Group стала владельцем территории на юго-западе Москвы, где планирует построить жилой комплекс: она выкупила 70,4% долей в фирме «Таймслот», которой принадлежит этот участок

??С марта 2022 года Москомстройинвест будет контролировать проекты малоэтажных жилых комплексов

??ЛСР в 2021 году ввела в эксплуатацию 640 тыс. кв м чистой продаваемой площади

??Более 230 км ЛЭП построят и реконструируют в этом году в Подмосковье";;2022-01-25 21:02:29.000;;2022-01-25 21:02:30.000;;;Positive;1;
4332;Mos_stroi;Москвастрой;;;No caption image;;2022-01-25 21:02:03.000;;2022-01-25 21:02:05.000;;;Neutral;0;
4333;Mos_stroi;Москвастрой;;;No caption image;;2022-01-25 21:02:03.000;;2022-01-25 21:02:05.000;;;Neutral;0;
4334;Mos_stroi;Москвастрой;;;No caption image;;2022-01-25 21:02:03.000;;2022-01-25 21:02:05.000;;;Neutral;0;
4331;Mos_stroi;Москвастрой;;;"Управляющая компания рассказывает жителям ЖК ""Водный"", что они заключили договора на вывоз мусора, что они предпринимают все усилия и позаботятся о чистоте и порядке.

Итог виден на прикрепленных фотографиях - горы мусора. Результаты ""заботы"" видны невооруженным взглядом.

Думаем, что вы уже отгадали название этой чудесной управляющей компании.

Конечно же, это УК ""Высота-Сервис"" (бывшая ДОМС)

Странно, что управляющая компания не отчиталась об уборке мусора при помощи Photoshop, уж в этом они профессионалы.

#нампишут

@mos_stroi";;2022-01-25 21:02:03.000;;2022-01-25 21:02:05.000;;;Positive;1;#нампишут
1492;kleveta;Клевета;;;"В Псковской области закончилась вакцина ""Спутник Лайт"". Причиной стала неисправность холодильников для хранения вакцины, из-за чего 45 тысяч доз пришлось выбросить на помойку. Это больно ударило по рейтингу губернатора Михаила Ведерникова, снизило его политические акции. Тем временем сам Ведерников по этому поводу не очень парится, на своей странице в Фейсбуке он как ни в чем не бывало запостил рецепт макарошек. Есть у него на странице и новости о вакцинах, но исключительно положительные — на проблемах пиар не сделаешь.

Ведерникову часто припоминают его криминальное прошлое. В 2005 году на него и его брата было заведено уголовное дело за похищение человека. По версии следствия, они вывезли в лес и избили гражданина Дмитрия Заиграева, требуя от него передать им 3 своих микроавтобуса и 600 долларов. Несмотря на то, что их поймали в момент передачи денег, делу не был дан ход — потерпевший (очевидно, под угрозами Ведерниковых) забрал заявление. Высказываются предположения, что методы запугивания Ведерников использовал и в политической карьере, например, в 2018 году после разговора с ним с выборов губернатора ""внезапно"" снялся кандидат от ""Яблока"". Характерно и то, что губернатор Ведерников в позапрошлом году приезжал на отпевание убитого бизнесмена и криминального авторитета Александра Петрова.
@kleveta";;2022-01-25 20:59:25.000;;2022-01-25 20:59:24.000;;;Undefined;1;
15918;moscowtop;Москва с огоньком;;;"Дочь Заворотнюк опровергла слухи об ухудшении состояния артистки.

Анна сообщила, что это «очередной бред журналистов».";;2022-01-25 20:52:34.000;;2022-01-25 20:52:33.000;;;Neutral;0;
25172;vchkogpu;ВЧК-ОГПУ;;;"Комитет по безопасности и противодействию коррупции Госдумы отказал инициативной группе депутатов от КПРФ в поддержке поручения с требованием проверить обстоятельства инцидента с ранением человека в ходе охоты, в которой якобы участвовал начальник ГУ МВД по Москве Олег Баранов, сообщает ПАСМИ (признано иноагентом).

«Следственным комитетом по данному факту проводится проверка. К настоящему времени решение следователями не принято… Вмешательство сенатора/депутата в расследование недопустимо… Комитет предлагает не поддерживать проект протокольного поручения», — пишут телеграм-каналы с ссылкой на председателя комитета Василия Пискарева.

https://t.me/vchkogpu/25123";;2022-01-25 20:50:12.000;;2022-01-25 20:50:12.000;;;Undefined;1;
20518;banksta;Банкста;;;"Счетная Палата продолжает проверку дочерней организации ЦБ - Российской национальной перестраховочной компании -  РНПК. Хромая утка - первый зампред ЦБ Сергей Швецов, к моменту подведения аудиторами итогов, по совокупности причин, отвалится. Объяснения в ЦБ по ""успехам"" РНПК  коснуться других.  Интересно другое. Не успел Швецов покинуть кресло, его бывшие подопечные пустились во все тяжкие.

Некто главный актуарий РНПК Кузнецов разродился отчетом, в котором попытался прикрыть провалы РНПК, особо подчеркнув роль и место крупных страховщиков: СОГАЗа, Альфа страхование, Ингосстраха и других в выводе средств за рубеж через перестрахование, скромно отметив, что изо всей суммы исходящих на перестрахование средств на долю РНПК приходится лишь 8,9%, вместо положенных 10%.

Доклад Кузнецова, за которым похоже стоят уголовно-чемоданные настроения топ-менеджмента РНПК, говорит лишь о реальных настроениях в недрах самой структуры. Страховое сообщество восприняло этот документ как  недружелюбный акт.

Выставление крупных страховщиков в дурном свете несомненно окончательно ухудшило позиции  всего менеджмента РНПК в общении со страховым рынком. И, конечно,  с таким докладом наверняка появятся вопросы и к ответственным в ЦБ... 
https://rnrc.ru/upload/doc-ru/analytics/rnrc-analytics/analytical-report-rnrc-reinsurance-in-russia-1hy-2021.pdf";;2022-01-25 20:45:02.000;;2022-01-25 20:45:00.000;;;Negative;0;
20517;banksta;Банкста;;;"По итогам прошлого года потребительская инфляция, рассчитанная по корзине товаров, которые реально ежедневно покупают люди, достигла 18%, подсчитал исследовательский холдинг «Ромир». Индекс «Ромира» сформирован на основе 15 млн покупок, совершенных реальными российскими домохозяйствами в период 2008-20 гг.

Он учитывает 200 товаров широкого потребления FMCG. Рассчитанная таким образом инфляция более чем вдвое превышает официальную цифру Росстата (8,4%) и выводит Россию в антилидеры по темпам роста цен среди развивающихся рынков. 

Инфляцию выше на декабрь прошлого года зафиксировали лишь Аргентина (50,9%) и Турция (36,1%), а также ряд африканских государств и страны, находящиеся на грани экономического коллапса (35% в Иране, 60,7% в Зимбабве, 139% в Сирии, 686% в Венесуэле). @banksta";;2022-01-25 20:41:40.000;;2022-01-25 20:41:39.000;;;Neutral;1;
20793;fontankaspb;Фонтанка.ру;;;"«Встань на колени, убери статью, иначе пуля от бойцов». Пришла беда на «Фонтанку» из-за фельетона про Лубянку, «Майбах» и «Кристалл»

Отсидевший сутки в полиции за хулиганство в петербургском ресторане «Кристалл», герой публикации «Фонтанки» вышел из себя и названивает нам. Автор статьи старался шутить, потом посылал разгневанного собеседника в неприличные места, затем соглашался с ним, даже приглашал на кофе, но все тщетно. Человечище, еще недавно козырявший Лубянкой и стволами, поставил нашей редакции ультиматум: либо мы убираем материал с сайта, либо … страшно подумать. Читайте подробности и наслаждайтесь аудиозаписью».

https://www.fontanka.ru/2022/01/25/70400999/?utm_source=tg";;2022-01-25 20:40:22.000;;2022-01-25 20:40:25.000;;;Neutral;0;
11930;cotlovan_contrust;КОТЛОВАНЪ;rusipoteka;Ипотека в России. Новости и аналитика;"?Максим Кваша, — эксперт Центра финансовой грамотности НИФИ Минфина России:

«Гражданам понравится (идея о пенсионных накоплениях на покупку жилья — прим.), потому, что они чаще всего либо не понимают, какова судьба их пенсионных отчислений в рамках ""замороженной"" схемы обязательной накопительной компоненты, либо недовольны результатами управления. Риэлторам и девелоперам — потому что это позволит еще немного поддержать перегретый рынок жилья, сбыть еще несколько миллионов квадратных метров массового жилья, удержав цены на очень высоком уровне.

Но в действительности эта идея — мягко говоря, спорная, если не сказать опасная. Даже если оставить за скобками обсуждение ценового пузыря на рынке недвижимости. Дело в том, что предлагается пожертвовать подготовкой к благополучной старости за счет решения сиюминутных задач. Решений довольно рискованных в долгосрочной перспективе — жилье может не только дорожать, но и очень серьезно — в разы — дешеветь.

При этом уровень долгосрочных накоплений в России категорически недостаточен. Отстает от необходимого для поддержания нормального уровня жизни в старости в десятки раз. На самом деле, это одна из самых серьезных социальных и экономических проблем. 

Между прочим, риэлторы могли бы серьезно помочь ее решению. Дело в том, что в структуре активов российских домохозяйств жилье, как правило занимает не меньше 90?95%, а часто и больше. Проще говоря, если средние сбережения — порядка 200 тыс рублей на человека, то стоимость жилья, приходящегося на него — порядка 3?5 млн рублей (в Москве — больше).

По сути, жилье — единственный капитал в распоряжении российских граждан. Но он, как правило, никак не помогает повысить уровень жизни в старости. Помочь могло бы развитие института обратной ипотеки — инструмента, который позволяет как бы постепенно продавать квартиру, оставаясь ее собственником». @rusipoteka

#ИпотечныйБумеранг";;2022-01-25 20:38:07.000;;2022-01-25 20:38:09.000;;;Positive;1;#ИпотечныйБумеранг
11929;cotlovan_contrust;КОТЛОВАНЪ;rusipoteka;Ипотека в России. Новости и аналитика;"?В 2020 году на фоне пандемии коронавируса наблюдался ажиотажный интерес к покупке индивидуальных домов в пригородах. В течение всего 2021 года потенциальный спрос на покупку загородного дома сокращался, сообщил ЦИАН. За прошлый год этот показатель снизился в среднем в два раза, а в отдельных регионах — в три-четыре раза (Омская и Свердловская области, Красноярский край). 

Во второй половине года наблюдалась стагнация количества лотов в продаже: интерес к покупке утихает, а продавцы уже вывели на рынок многие планируемые к продаже объекты. Цены в течение года росли главным образом за счет изменения структуры предложения, в итоге в продаже к концу года остались более дорогие лоты. 

Как считают аналитики, новый импульс рынку может придать выход на него крупных федеральных застройщиков. @rusipoteka";;2022-01-25 20:37:35.000;;2022-01-25 20:37:34.000;;;Neutral;1;
